"sku","product","handle","pid","vid","variant","price","vendor","ptype"
"14G-ELISE-S-020-LG","ELISE","elise-lab-grown","10173614752034","51802732429602","14K Yellow Gold / Signature - SI1/H / 0.20 ct","1240.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-S-050-LG","ELISE","elise-lab-grown","10173614752034","51802732462370","14K Yellow Gold / Signature - SI1/H / 0.50 ct","1860.00","Orloff of Denmark","Engagement Ring"
"14G-ELISE-S-100-LG","ELISE","elise-lab-grown","10173614752034","51802732495138","14K Yellow Gold / Signature - SI1/H / 1.00 ct","2990.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-P-020-LG","ELISE","elise-lab-grown","10173614752034","51802732527906","14K White Gold / Prestige - VS1/F / 0.20 ct","1300.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-P-050-LG","ELISE","elise-lab-grown","10173614752034","51802732560674","14K White Gold / Prestige - VS1/F / 0.50 ct","2000.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-P-100-LG","ELISE","elise-lab-grown","10173614752034","51802732593442","14K White Gold / Prestige - VS1/F / 1.00 ct","3450.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-S-020-LG","ELISE","elise-lab-grown","10173614752034","51802732626210","14K White Gold / Signature - SI1/H / 0.20 ct","1240.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-S-050-LG","ELISE","elise-lab-grown","10173614752034","51802732658978","14K White Gold / Signature - SI1/H / 0.50 ct","1860.00","Orloff of Denmark","Engagement Ring"
"14WG-ELISE-S-100-LG","ELISE","elise-lab-grown","10173614752034","51802732691746","14K White Gold / Signature - SI1/H / 1.00 ct","2990.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-P-020-LG","ELISE","elise-lab-grown","10173614752034","51802732724514","14K Rose Gold / Prestige - VS1/F / 0.20 ct","1300.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-P-050-LG","ELISE","elise-lab-grown","10173614752034","51802732757282","14K Rose Gold / Prestige - VS1/F / 0.50 ct","2000.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-P-100-LG","ELISE","elise-lab-grown","10173614752034","51802732790050","14K Rose Gold / Prestige - VS1/F / 1.00 ct","3450.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-S-020-LG","ELISE","elise-lab-grown","10173614752034","51802732822818","14K Rose Gold / Signature - SI1/H / 0.20 ct","1240.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-S-050-LG","ELISE","elise-lab-grown","10173614752034","51802732855586","14K Rose Gold / Signature - SI1/H / 0.50 ct","1860.00","Orloff of Denmark","Engagement Ring"
"14RG-ELISE-S-100-LG","ELISE","elise-lab-grown","10173614752034","51802732888354","14K Rose Gold / Signature - SI1/H / 1.00 ct","2990.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-P-020-LG","ELISE","elise-lab-grown","10173614752034","51802732921122","18K Yellow Gold / Prestige - VS1/F / 0.20 ct","1510.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-P-050-LG","ELISE","elise-lab-grown","10173614752034","51802732953890","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","2210.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-P-100-LG","ELISE","elise-lab-grown","10173614752034","51802732986658","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","3650.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-S-020-LG","ELISE","elise-lab-grown","10173614752034","51802733019426","18K Yellow Gold / Signature - SI1/H / 0.20 ct","1440.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-S-050-LG","ELISE","elise-lab-grown","10173614752034","51802733052194","18K Yellow Gold / Signature - SI1/H / 0.50 ct","2070.00","Orloff of Denmark","Engagement Ring"
"18G-ELISE-S-100-LG","ELISE","elise-lab-grown","10173614752034","51802733084962","18K Yellow Gold / Signature - SI1/H / 1.00 ct","3200.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-P-020-LG","ELISE","elise-lab-grown","10173614752034","51802733117730","18K White Gold / Prestige - VS1/F / 0.20 ct","1510.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-P-050-LG","ELISE","elise-lab-grown","10173614752034","51802733150498","18K White Gold / Prestige - VS1/F / 0.50 ct","2210.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-P-100-LG","ELISE","elise-lab-grown","10173614752034","51802733183266","18K White Gold / Prestige - VS1/F / 1.00 ct","3650.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-S-020-LG","ELISE","elise-lab-grown","10173614752034","51802733216034","18K White Gold / Signature - SI1/H / 0.20 ct","1440.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-S-050-LG","ELISE","elise-lab-grown","10173614752034","51802733248802","18K White Gold / Signature - SI1/H / 0.50 ct","2070.00","Orloff of Denmark","Engagement Ring"
"18WG-ELISE-S-100-LG","ELISE","elise-lab-grown","10173614752034","51802733281570","18K White Gold / Signature - SI1/H / 1.00 ct","3200.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-P-020-LG","ELISE","elise-lab-grown","10173614752034","51802733314338","18K Rose Gold / Prestige - VS1/F / 0.20 ct","1510.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-P-050-LG","ELISE","elise-lab-grown","10173614752034","51802733347106","18K Rose Gold / Prestige - VS1/F / 0.50 ct","2210.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-P-100-LG","ELISE","elise-lab-grown","10173614752034","51802733379874","18K Rose Gold / Prestige - VS1/F / 1.00 ct","3650.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-S-020-LG","ELISE","elise-lab-grown","10173614752034","51802733412642","18K Rose Gold / Signature - SI1/H / 0.20 ct","1440.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-S-050-LG","ELISE","elise-lab-grown","10173614752034","51802733445410","18K Rose Gold / Signature - SI1/H / 0.50 ct","2070.00","Orloff of Denmark","Engagement Ring"
"18RG-ELISE-S-100-LG","ELISE","elise-lab-grown","10173614752034","51802733478178","18K Rose Gold / Signature - SI1/H / 1.00 ct","3200.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-P-020-LG","ELISE","elise-lab-grown","10173614752034","51802733510946","Platinum / Prestige - VS1/F / 0.20 ct","1770.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-P-050-LG","ELISE","elise-lab-grown","10173614752034","51802733543714","Platinum / Prestige - VS1/F / 0.50 ct","2470.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-P-100-LG","ELISE","elise-lab-grown","10173614752034","51802733576482","Platinum / Prestige - VS1/F / 1.00 ct","3910.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-S-020-LG","ELISE","elise-lab-grown","10173614752034","51802733609250","Platinum / Signature - SI1/H / 0.20 ct","1700.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-S-050-LG","ELISE","elise-lab-grown","10173614752034","51802733642018","Platinum / Signature - SI1/H / 0.50 ct","2330.00","Orloff of Denmark","Engagement Ring"
"PT-ELISE-S-100-LG","ELISE","elise-lab-grown","10173614752034","51802733674786","Platinum / Signature - SI1/H / 1.00 ct","3460.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-P-020-NAT","SERENA","serena-natural","10173430071586","51802520125730","14K Yellow Gold / Prestige - VS1/F / 0.20 ct","1890.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-P-050-NAT","SERENA","serena-natural","10173430071586","51802520158498","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","3350.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-P-100-NAT","SERENA","serena-natural","10173430071586","51802520191266","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","10400.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-S-020-NAT","SERENA","serena-natural","10173430071586","51802520224034","14K Yellow Gold / Signature - SI1/H / 0.20 ct","1740.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-S-050-NAT","SERENA","serena-natural","10173430071586","51802520256802","14K Yellow Gold / Signature - SI1/H / 0.50 ct","2950.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-S-100-NAT","SERENA","serena-natural","10173430071586","51802520289570","14K Yellow Gold / Signature - SI1/H / 1.00 ct","8110.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-P-020-NAT","SERENA","serena-natural","10173430071586","51802520322338","14K White Gold / Prestige - VS1/F / 0.20 ct","1890.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-P-050-NAT","SERENA","serena-natural","10173430071586","51802520355106","14K White Gold / Prestige - VS1/F / 0.50 ct","3350.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-P-100-NAT","SERENA","serena-natural","10173430071586","51802520387874","14K White Gold / Prestige - VS1/F / 1.00 ct","10400.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-S-020-NAT","SERENA","serena-natural","10173430071586","51802520420642","14K White Gold / Signature - SI1/H / 0.20 ct","1740.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-S-050-NAT","SERENA","serena-natural","10173430071586","51802520453410","14K White Gold / Signature - SI1/H / 0.50 ct","2950.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-S-100-NAT","SERENA","serena-natural","10173430071586","51802520486178","14K White Gold / Signature - SI1/H / 1.00 ct","8110.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-P-020-NAT","SERENA","serena-natural","10173430071586","51802520518946","14K Rose Gold / Prestige - VS1/F / 0.20 ct","1890.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-P-050-NAT","SERENA","serena-natural","10173430071586","51802520551714","14K Rose Gold / Prestige - VS1/F / 0.50 ct","3350.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-P-100-NAT","SERENA","serena-natural","10173430071586","51802520584482","14K Rose Gold / Prestige - VS1/F / 1.00 ct","10400.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-S-020-NAT","SERENA","serena-natural","10173430071586","51802520617250","14K Rose Gold / Signature - SI1/H / 0.20 ct","1740.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-S-050-NAT","SERENA","serena-natural","10173430071586","51802520650018","14K Rose Gold / Signature - SI1/H / 0.50 ct","2950.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-S-100-NAT","SERENA","serena-natural","10173430071586","51802520682786","14K Rose Gold / Signature - SI1/H / 1.00 ct","8110.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-P-020-NAT","SERENA","serena-natural","10173430071586","51802520715554","18K Yellow Gold / Prestige - VS1/F / 0.20 ct","2140.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-P-050-NAT","SERENA","serena-natural","10173430071586","51802520748322","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","3600.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-P-100-NAT","SERENA","serena-natural","10173430071586","51802520781090","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","10650.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-S-020-NAT","SERENA","serena-natural","10173430071586","51802520813858","18K Yellow Gold / Signature - SI1/H / 0.20 ct","1990.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-S-050-NAT","SERENA","serena-natural","10173430071586","51802520846626","18K Yellow Gold / Signature - SI1/H / 0.50 ct","3200.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-S-100-NAT","SERENA","serena-natural","10173430071586","51802520879394","18K Yellow Gold / Signature - SI1/H / 1.00 ct","8360.00","Orloff of Denmark","Engagement Ring"
"18WG-SERENA-P-020-NAT","SERENA","serena-natural","10173430071586","51802520912162","18K White Gold / Prestige - VS1/F / 0.20 ct","2140.00","Orloff of Denmark","Engagement Ring"
"18WG-SERENA-P-050-NAT","SERENA","serena-natural","10173430071586","51802520944930","18K White Gold / Prestige - VS1/F / 0.50 ct","3600.00","Orloff of Denmark","Engagement Ring"
"18WG-SERENA-P-100-NAT","SERENA","serena-natural","10173430071586","51802520977698","18K White Gold / Prestige - VS1/F / 1.00 ct","10650.00","Orloff of Denmark","Engagement Ring"
"18WG-SERENA-S-020-NAT","SERENA","serena-natural","10173430071586","51802521010466","18K White Gold / Signature - SI1/H / 0.20 ct","1990.00","Orloff of Denmark","Engagement Ring"
"18WG-SERENA-S-050-NAT","SERENA","serena-natural","10173430071586","51802521043234","18K White Gold / Signature - SI1/H / 0.50 ct","3200.00","Orloff of Denmark","Engagement Ring"
"18WG-SERENA-S-100-NAT","SERENA","serena-natural","10173430071586","51802521076002","18K White Gold / Signature - SI1/H / 1.00 ct","8360.00","Orloff of Denmark","Engagement Ring"
"18RG-SERENA-P-020-NAT","SERENA","serena-natural","10173430071586","51802521108770","18K Rose Gold / Prestige - VS1/F / 0.20 ct","2140.00","Orloff of Denmark","Engagement Ring"
"18RG-SERENA-P-050-NAT","SERENA","serena-natural","10173430071586","51802521141538","18K Rose Gold / Prestige - VS1/F / 0.50 ct","3600.00","Orloff of Denmark","Engagement Ring"
"18RG-SERENA-P-100-NAT","SERENA","serena-natural","10173430071586","51802521174306","18K Rose Gold / Prestige - VS1/F / 1.00 ct","10650.00","Orloff of Denmark","Engagement Ring"
"18RG-SERENA-S-020-NAT","SERENA","serena-natural","10173430071586","51802521207074","18K Rose Gold / Signature - SI1/H / 0.20 ct","1990.00","Orloff of Denmark","Engagement Ring"
"18RG-SERENA-S-050-NAT","SERENA","serena-natural","10173430071586","51802521239842","18K Rose Gold / Signature - SI1/H / 0.50 ct","3200.00","Orloff of Denmark","Engagement Ring"
"18RG-SERENA-S-100-NAT","SERENA","serena-natural","10173430071586","51802521272610","18K Rose Gold / Signature - SI1/H / 1.00 ct","8360.00","Orloff of Denmark","Engagement Ring"
"PT-SERENA-P-020-NAT","SERENA","serena-natural","10173430071586","51802521305378","Platinum / Prestige - VS1/F / 0.20 ct","2410.00","Orloff of Denmark","Engagement Ring"
"PT-SERENA-P-050-NAT","SERENA","serena-natural","10173430071586","51802521338146","Platinum / Prestige - VS1/F / 0.50 ct","3870.00","Orloff of Denmark","Engagement Ring"
"PT-SERENA-P-100-NAT","SERENA","serena-natural","10173430071586","51802521370914","Platinum / Prestige - VS1/F / 1.00 ct","10920.00","Orloff of Denmark","Engagement Ring"
"PT-SERENA-S-020-NAT","SERENA","serena-natural","10173430071586","51802521403682","Platinum / Signature - SI1/H / 0.20 ct","2260.00","Orloff of Denmark","Engagement Ring"
"PT-SERENA-S-050-NAT","SERENA","serena-natural","10173430071586","51802521436450","Platinum / Signature - SI1/H / 0.50 ct","3470.00","Orloff of Denmark","Engagement Ring"
"PT-SERENA-S-100-NAT","SERENA","serena-natural","10173430071586","51802521469218","Platinum / Signature - SI1/H / 1.00 ct","8630.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-P-020-LG","SERENA","serena-lab-grown","10173318496546","51802405896482","14K Yellow Gold / Prestige - VS1/F / 0.20 ct","1250.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-P-050-LG","SERENA","serena-lab-grown","10173318496546","51802405929250","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","1950.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-P-100-LG","SERENA","serena-lab-grown","10173318496546","51802405962018","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","3390.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-S-020-LG","SERENA","serena-lab-grown","10173318496546","51802405994786","14K Yellow Gold / Signature - SI1/H / 0.20 ct","1180.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-S-050-LG","SERENA","serena-lab-grown","10173318496546","51802406027554","14K Yellow Gold / Signature - SI1/H / 0.50 ct","1810.00","Orloff of Denmark","Engagement Ring"
"14G-SERENA-S-100-LG","SERENA","serena-lab-grown","10173318496546","51802406060322","14K Yellow Gold / Signature - SI1/H / 1.00 ct","2940.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-P-020-LG","SERENA","serena-lab-grown","10173318496546","51802406093090","14K White Gold / Prestige - VS1/F / 0.20 ct","1250.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-P-050-LG","SERENA","serena-lab-grown","10173318496546","51802406125858","14K White Gold / Prestige - VS1/F / 0.50 ct","1950.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-P-100-LG","SERENA","serena-lab-grown","10173318496546","51802406158626","14K White Gold / Prestige - VS1/F / 1.00 ct","3390.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-S-020-LG","SERENA","serena-lab-grown","10173318496546","51802406191394","14K White Gold / Signature - SI1/H / 0.20 ct","1180.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-S-050-LG","SERENA","serena-lab-grown","10173318496546","51802406224162","14K White Gold / Signature - SI1/H / 0.50 ct","1810.00","Orloff of Denmark","Engagement Ring"
"14WG-SERENA-S-100-LG","SERENA","serena-lab-grown","10173318496546","51802406256930","14K White Gold / Signature - SI1/H / 1.00 ct","2940.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-P-020-LG","SERENA","serena-lab-grown","10173318496546","51802406289698","14K Rose Gold / Prestige - VS1/F / 0.20 ct","1250.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-P-050-LG","SERENA","serena-lab-grown","10173318496546","51802406322466","14K Rose Gold / Prestige - VS1/F / 0.50 ct","1950.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-P-100-LG","SERENA","serena-lab-grown","10173318496546","51802406355234","14K Rose Gold / Prestige - VS1/F / 1.00 ct","3390.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-S-020-LG","SERENA","serena-lab-grown","10173318496546","51802406388002","14K Rose Gold / Signature - SI1/H / 0.20 ct","1180.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-S-050-LG","SERENA","serena-lab-grown","10173318496546","51802406420770","14K Rose Gold / Signature - SI1/H / 0.50 ct","1810.00","Orloff of Denmark","Engagement Ring"
"14RG-SERENA-S-100-LG","SERENA","serena-lab-grown","10173318496546","51802406453538","14K Rose Gold / Signature - SI1/H / 1.00 ct","2940.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-P-020-LG","SERENA","serena-lab-grown","10173318496546","51802406486306","18K Yellow Gold / Prestige - VS1/F / 0.20 ct","1500.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-P-050-LG","SERENA","serena-lab-grown","10173318496546","51802406519074","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","2200.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-P-100-LG","SERENA","serena-lab-grown","10173318496546","51802406551842","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","3640.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-S-020-LG","SERENA","serena-lab-grown","10173318496546","51802406584610","18K Yellow Gold / Signature - SI1/H / 0.20 ct","1430.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-S-050-LG","SERENA","serena-lab-grown","10173318496546","51802406617378","18K Yellow Gold / Signature - SI1/H / 0.50 ct","2050.00","Orloff of Denmark","Engagement Ring"
"18G-SERENA-S-100-LG","SERENA","serena-lab-grown","10173318496546","51802406650146","18K Yellow Gold / Signature - SI1/H / 1.00 ct","3190.00","Orloff of Denmark","Engagement Ring"
