"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / Thailand","Price / Thailand","Compare At Price / Thailand","Included / International","Price / International","Compare At Price / International","Status"
"umbrella-charm","Umbrella Charm","<p style=""font-family: Inter, sans-serif;"">Open umbrella with panels of green, yellow, pink and purple stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Green & Yellow & Pink & Purple CZ<br>
<strong>Size:</strong> 13mm<br>
<strong>Weight:</strong> 2.40g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB171","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB171.jpg","1","Umbrella Charm","FALSE","Umbrella Charm | Orloff of Denmark","Open umbrella with panels of green, yellow, pink and purple stones.","","","","","","","","","","","","","","","g","","5.03","","","","","","","draft"
"planet-charm","Planet Charm","<p style=""font-family: Inter, sans-serif;"">Blue glitter enamel planet encircled by a silver ring.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue Enamel<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 2.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB173","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB173.jpg","1","Planet Charm","FALSE","Planet Charm | Orloff of Denmark","Blue glitter enamel planet encircled by a silver ring.","","","","","","","","","","","","","","","g","","5.69","","","","","","","draft"
"handbag-charm","Handbag Charm","<p style=""font-family: Inter, sans-serif;"">Handbag with rope handles lettered GOT TO BUY IT.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 2.10g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB174","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB174.jpg","1","Handbag Charm","FALSE","Handbag Charm | Orloff of Denmark","Handbag with rope handles lettered GOT TO BUY IT.","","","","","","","","","","","","","","","g","","4.81","","","","","","","draft"
"treble-clef-charm","Treble Clef Charm","<p style=""font-family: Inter, sans-serif;"">Polished treble clef.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 1.90g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB175","2","shopify","9","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB175.jpg","1","Treble Clef Charm","FALSE","Treble Clef Charm | Orloff of Denmark","Polished treble clef.","","","","","","","","","","","","","","","g","","4.59","","","","","","","draft"
"ice-cream-cart-charm","Ice Cream Cart Charm","<p style=""font-family: Inter, sans-serif;"">Cart lettered ICE CREAM under a green and orange enamel umbrella.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Green & Orange Enamel<br>
<strong>Size:</strong> 12.5mm<br>
<strong>Weight:</strong> 2.70g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB177","3","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB177.jpg","1","Ice Cream Cart Charm","FALSE","Ice Cream Cart Charm | Orloff of Denmark","Cart lettered ICE CREAM under a green and orange enamel umbrella.","","","","","","","","","","","","","","","g","","5.91","","","","","","","draft"
"panda-charm","Panda Charm","<p style=""font-family: Inter, sans-serif;"">Seated panda holding green enamel bamboo.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Milky Green Enamel<br>
<strong>Size:</strong> 13mm<br>
<strong>Weight:</strong> 2.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Animals, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB179","3","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB179.jpg","1","Panda Charm","FALSE","Panda Charm | Orloff of Denmark","Seated panda holding green enamel bamboo.","","","","","","","","","","","","","","","g","","6.34","","","","","","","draft"
"folk-costume-couple-charm","Folk Costume Couple Charm","<p style=""font-family: Inter, sans-serif;"">Couple in traditional dress, black and red hats, red and yellow skirt.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Black+ Red +Yellow Enamel<br>
<strong>Size:</strong> 10.5mm<br>
<strong>Weight:</strong> 2.52g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB18","3","shopify","9","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB18.jpg","1","Folk Costume Couple Charm","FALSE","Folk Costume Couple Charm | Orloff of Denmark","Couple in traditional dress, black and red hats, red and yellow skirt.","","","","","","","","","","","","","","","g","","5.10","","","","","","","draft"
"crowned-shield-charm","Crowned Shield Charm","<p style=""font-family: Inter, sans-serif;"">Pave S inside a diamond shield under a small crown. TRADEMARK RISK: this closely resembles the Superman emblem, which DC Comics protects. Named neutrally on purpose. Take advice before listing.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> White CZ<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 1.70g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Sparkle & Classic, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB180","2","shopify","15","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB180.jpg","1","Crowned Shield Charm","FALSE","Crowned Shield Charm | Orloff of Denmark","Pave S inside a diamond shield under a small crown.","","","","","","","","","","","","","","","g","","5.03","","","","","","","draft"
"puzzle-cube-charm","Puzzle Cube Charm","<p style=""font-family: Inter, sans-serif;"">Cube faced with green, white and orange enamel squares. TRADEMARK RISK: closely resembles the Rubik's Cube, which is protected. Named neutrally on purpose. Take advice before listing.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> Blue & Yellow Enamel<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.70g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB182","3","shopify","16","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB182.jpg","1","Puzzle Cube Charm","FALSE","Puzzle Cube Charm | Orloff of Denmark","Cube faced with green, white and orange enamel squares.","","","","","","","","","","","","","","","g","","5.69","","","","","","","draft"
"letter-a-charm","Letter A Charm","<p style=""font-family: Inter, sans-serif;"">The letter A in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 10.5mm<br>
<strong>Weight:</strong> 1.80g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Letters, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB183-A","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB183-A.jpg","1","Letter A Charm","FALSE","Letter A Charm | Orloff of Denmark","The letter A in 925 sterling silver with an oxidized finish.","","","","","","","","","","","","","","","g","","4.44","","","","","","","draft"
"letter-b-charm","Letter B Charm","<p style=""font-family: Inter, sans-serif;"">The letter B in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Weight:</strong> 1.70g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Letters, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB183-B","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB183-B.jpg","1","Letter B Charm","FALSE","Letter B Charm | Orloff of Denmark","The letter B in 925 sterling silver with an oxidized finish.","","","","","","","","","","","","","","","g","","4.44","","","","","","","draft"
"letter-c-charm","Letter C Charm","<p style=""font-family: Inter, sans-serif;"">The letter C in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Weight:</strong> 1.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Letters, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB183-C","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB183-C.jpg","1","Letter C Charm","FALSE","Letter C Charm | Orloff of Denmark","The letter C in 925 sterling silver with an oxidized finish.","","","","","","","","","","","","","","","g","","4.22","","","","","","","draft"
"letter-d-charm","Letter D Charm","<p style=""font-family: Inter, sans-serif;"">The letter D in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Weight:</strong> 1.80g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Letters, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB183-D","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB183-D.jpg","1","Letter D Charm","FALSE","Letter D Charm | Orloff of Denmark","The letter D in 925 sterling silver with an oxidized finish.","","","","","","","","","","","","","","","g","","4.67","","","","","","","draft"
"letter-e-charm","Letter E Charm","<p style=""font-family: Inter, sans-serif;"">The letter E in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Weight:</strong> 1.70g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Letters, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB183-E","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB183-E.jpg","1","Letter E Charm","FALSE","Letter E Charm | Orloff of Denmark","The letter E in 925 sterling silver with an oxidized finish.","","","","","","","","","","","","","","","g","","4.44","","","","","","","draft"
"letter-f-charm","Letter F Charm","<p style=""font-family: Inter, sans-serif;"">The letter F in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Weight:</strong> 1.70g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Letters, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB183-F","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB183-F.jpg","1","Letter F Charm","FALSE","Letter F Charm | Orloff of Denmark","The letter F in 925 sterling silver with an oxidized finish.","","","","","","","","","","","","","","","g","","4.44","","","","","","","draft"
"letter-g-charm","Letter G Charm","<p style=""font-family: Inter, sans-serif;"">The letter G in 925 sterling silver with an oxidized finish. Wear a single initial, or spell out a name.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Personal — Letters, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB183-G","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB183-G.jpg","1","Letter G Charm","FALSE","Letter G Charm | Orloff of Denmark","The letter G in 925 sterling silver with an oxidized finish.","","","","","","","","","","","","","","","g","","4.22","","","","","","","draft"
